Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region,Stress_Level_Category,Social_Isolation_Category
EMP0172,36,Maleale,Data Scientist,Retail,33,Onsite,45,3,4,Medium,Depression,No,Decrease,3,Unsatisfied,4,,Good,Europe,Medium,Medium
EMP0173,35,Non-binary,Software Engineer,Finance,11,Hybrid,25,4,1,Medium,Burnout,No,No Change,4,Satisfied,3,Weekly,Good,South America,Low,Medium
EMP0174,25,Prefer not to say,Designer,Manufacturing,35,Remote,36,9,2,High,,Yes,Increase,1,Neutral,4,Weekly,Good,North America,Low,Low
EMP0175,34,Non-binary,HR,Education,10,Onsite,60,3,2,Low,,Yes,Decrease,3,Unsatisfied,5,Daily,Good,Europe,Low,Medium
EMP0176,32,Prefer not to say,Project Manager,Healthcare,12,Remote,35,7,3,Low,Anxiety,Yes,No Change,5,Satisfied,4,Daily,Average,Europe,Medium,High
EMP0177,58,Prefer not to say,Marketing,Manufacturing,14,Hybrid,55,12,3,Medium,Depression,No,No Change,5,Satisfied,4,,Good,North America,Medium,High
EMP0178,40,Femaleemale,Project Manager,Finance,31,Onsite,47,10,1,Medium,,No,Decrease,3,Neutral,2,Weekly,Good,Europe,Low,Medium
EMP0179,56,Femaleemale,HR,Healthcare,32,Hybrid,57,10,4,High,,No,Increase,4,Satisfied,4,,Good,South America,Medium,Medium
EMP0180,44,Non-binary,HR,Education,17,Hybrid,22,9,2,Medium,,Yes,Decrease,3,Unsatisfied,1,,Good,South America,Low,Medium
EMP0181,30,Non-binary,Data Scientist,IT,22,Remote,43,5,1,Medium,Burnout,Yes,Decrease,5,Neutral,2,Daily,Poor,Europe,Low,High
EMP0182,49,Non-binary,Marketing,Consulting,29,Remote,45,9,5,Low,,Yes,Decrease,4,Unsatisfied,4,Weekly,Good,South America,High,Medium
EMP0183,26,Maleale,Designer,Healthcare,21,Onsite,56,14,2,Low,Burnout,Yes,Increase,4,Satisfied,1,Weekly,Average,Europe,Low,Medium
EMP0184,52,Maleale,Data Scientist,IT,22,Onsite,46,14,3,High,Depression,No,No Change,3,Neutral,2,Daily,Good,Africa,Medium,Medium
EMP0185,24,Prefer not to say,HR,Manufacturing,13,Hybrid,60,0,5,Medium,Depression,No,Decrease,1,Neutral,2,Daily,Good,Europe,High,Low
EMP0186,40,Non-binary,Designer,Consulting,12,Remote,32,9,1,Medium,Depression,No,No Change,1,Unsatisfied,1,,Average,Asia,Low,Low
EMP0187,57,Non-binary,HR,Manufacturing,11,Hybrid,59,13,5,Medium,Anxiety,Yes,Decrease,5,Unsatisfied,4,Weekly,Average,Oceania,High,High
EMP0188,23,Prefer not to say,Software Engineer,Consulting,17,Onsite,60,13,5,High,,No,No Change,5,Neutral,5,Daily,Good,Oceania,High,High
EMP0189,40,Prefer not to say,Data Scientist,IT,35,Hybrid,43,4,5,High,Burnout,No,No Change,2,Unsatisfied,3,Weekly,Average,Oceania,High,Low
EMP0190,45,Maleale,Data Scientist,Education,15,Remote,33,8,1,Low,Burnout,Yes,No Change,4,Satisfied,2,,Poor,North America,Low,Medium
EMP0191,46,Femaleemale,Data Scientist,Finance,11,Hybrid,20,14,3,Low,,No,Decrease,5,Satisfied,2,Daily,Average,Europe,Medium,High
EMP0192,37,Femaleemale,Software Engineer,Retail,16,Hybrid,27,2,1,Medium,Anxiety,Yes,No Change,4,Unsatisfied,3,Weekly,Poor,North America,Low,Medium
EMP0193,51,Femaleemale,Software Engineer,Healthcare,4,Onsite,43,1,5,Medium,Depression,No,No Change,4,Unsatisfied,2,Weekly,Average,South America,High,Medium
EMP0194,52,Maleale,Sales,IT,29,Onsite,23,12,2,Medium,Depression,No,Decrease,5,Neutral,1,Daily,Average,South America,Low,High
EMP0195,53,Maleale,Data Scientist,Education,22,Onsite,29,0,1,Medium,Burnout,No,No Change,4,Neutral,4,,Good,Africa,Low,Medium
EMP0196,39,Maleale,Sales,Education,7,Remote,47,0,2,Medium,,No,Decrease,5,Neutral,4,,Poor,North America,Low,High
EMP0197,56,Femaleemale,Designer,Healthcare,28,Onsite,46,12,1,Low,Anxiety,Yes,Increase,3,Neutral,5,,Good,Oceania,Low,Medium
EMP0198,59,Non-binary,Marketing,Manufacturing,13,Hybrid,40,2,1,Low,,Yes,Decrease,1,Neutral,4,Weekly,Average,South America,Low,Low
EMP0199,28,Maleale,Project Manager,Retail,7,Remote,47,0,4,High,Burnout,Yes,Decrease,1,Unsatisfied,3,Daily,Poor,Oceania,Medium,Low
EMP0200,36,Femaleemale,Data Scientist,Finance,3,Remote,53,7,3,High,Burnout,No,Decrease,2,Unsatisfied,2,Daily,Average,South America,Medium,Low
EMP0201,45,Non-binary,Sales,Education,3,Hybrid,55,14,4,Medium,Burnout,No,Increase,4,Neutral,1,Daily,Average,Oceania,Medium,Medium
EMP0202,52,Maleale,Sales,Retail,2,Remote,40,1,2,Medium,Anxiety,No,Decrease,2,Neutral,3,Weekly,Good,Asia,Low,Low
EMP0203,55,Femaleemale,Project Manager,IT,32,Hybrid,28,8,5,Low,Depression,No,Decrease,2,Satisfied,1,,Poor,Asia,High,Low
EMP0204,58,Maleale,Sales,Consulting,18,Hybrid,39,14,3,Low,Burnout,No,No Change,3,Neutral,1,Weekly,Good,South America,Medium,Medium
EMP0205,51,Prefer not to say,Software Engineer,IT,14,Onsite,41,5,5,Medium,Burnout,No,No Change,4,Unsatisfied,2,,Good,Asia,High,Medium
EMP0206,52,Maleale,Data Scientist,Finance,5,Onsite,21,3,5,Low,Burnout,Yes,Increase,4,Satisfied,5,Daily,Poor,Oceania,High,Medium
EMP0207,54,Non-binary,Project Manager,IT,12,Onsite,34,11,3,Low,Burnout,Yes,No Change,2,Unsatisfied,5,Daily,Good,Africa,Medium,Low
EMP0208,35,Maleale,Designer,Retail,2,Remote,36,14,3,Low,Burnout,No,Decrease,5,Unsatisfied,2,Weekly,Good,Europe,Medium,High
EMP0209,39,Maleale,Marketing,Manufacturing,19,Remote,32,2,4,High,Anxiety,Yes,Decrease,1,Satisfied,4,Weekly,Average,North America,Medium,Low
EMP0210,47,Prefer not to say,Sales,Consulting,7,Hybrid,21,8,2,Medium,Anxiety,No,No Change,3,Unsatisfied,5,,Average,Africa,Low,Medium
EMP0211,49,Maleale,Project Manager,Manufacturing,31,Onsite,56,3,5,High,Anxiety,Yes,No Change,1,Satisfied,4,Daily,Poor,Europe,High,Low
EMP0212,60,Prefer not to say,Marketing,Manufacturing,33,Onsite,58,8,4,Low,Burnout,No,No Change,2,Satisfied,4,,Poor,North America,Medium,Low
EMP0213,47,Femaleemale,Software Engineer,Manufacturing,11,Onsite,35,8,1,High,,No,No Change,2,Satisfied,4,,Good,Oceania,Low,Low
EMP0214,27,Prefer not to say,Project Manager,Healthcare,22,Hybrid,52,3,1,Low,Anxiety,Yes,Decrease,4,Satisfied,5,Weekly,Good,Europe,Low,Medium
EMP0215,46,Prefer not to say,Marketing,Consulting,30,Remote,33,8,1,Low,Depression,No,Increase,3,Neutral,4,Daily,Average,South America,Low,Medium
EMP0216,25,Non-binary,Software Engineer,Manufacturing,22,Remote,47,9,2,Medium,Burnout,No,Decrease,1,Neutral,4,,Good,Europe,Low,Low
EMP0217,30,Maleale,HR,Education,11,Onsite,56,13,3,Medium,Depression,No,Increase,4,Satisfied,4,,Poor,Oceania,Medium,Medium
EMP0218,38,Prefer not to say,Data Scientist,Education,35,Onsite,33,4,2,Low,Anxiety,Yes,Increase,2,Neutral,2,Daily,Average,Europe,Low,Low
EMP0219,56,Femaleemale,HR,Education,5,Remote,60,9,3,Low,Anxiety,No,No Change,1,Satisfied,4,Weekly,Average,Asia,Medium,Low
EMP0220,42,Maleale,Sales,Manufacturing,23,Hybrid,32,5,4,Low,Burnout,No,No Change,2,Unsatisfied,1,Weekly,Good,South America,Medium,Low
EMP0221,42,Prefer not to say,Project Manager,Retail,18,Hybrid,48,9,5,Medium,,No,Decrease,1,Satisfied,5,,Good,Oceania,High,Low
EMP0222,30,Femaleemale,HR,IT,20,Hybrid,39,6,4,High,,No,Increase,3,Neutral,5,,Average,Asia,Medium,Medium
EMP0223,33,Maleale,Software Engineer,Consulting,6,Onsite,23,6,3,High,Anxiety,Yes,No Change,5,Unsatisfied,2,Weekly,Good,Asia,Medium,High
EMP0224,28,Non-binary,Marketing,Retail,29,Hybrid,38,3,3,High,Anxiety,Yes,Decrease,4,Satisfied,1,,Average,Africa,Medium,Medium
EMP0225,50,Non-binary,Designer,Manufacturing,1,Remote,30,5,1,Low,Anxiety,No,Increase,2,Unsatisfied,2,Daily,Average,North America,Low,Low
EMP0226,44,Maleale,Software Engineer,Retail,4,Onsite,35,3,1,Low,,Yes,Increase,3,Neutral,1,Weekly,Good,Africa,Low,Medium
EMP0227,40,Femaleemale,Data Scientist,Healthcare,6,Remote,22,0,5,Medium,,Yes,Increase,4,Satisfied,4,Weekly,Average,South America,High,Medium
EMP0228,23,Maleale,Project Manager,IT,8,Onsite,28,15,2,Medium,Depression,Yes,Increase,3,Satisfied,3,Weekly,Poor,Asia,Low,Medium
EMP0229,30,Femaleemale,Marketing,Consulting,32,Onsite,57,4,3,Medium,Burnout,No,Decrease,3,Neutral,5,Weekly,Good,Oceania,Medium,Medium
EMP0230,42,Femaleemale,HR,Manufacturing,10,Hybrid,48,14,2,Low,Burnout,Yes,Decrease,3,Satisfied,1,Weekly,Good,Europe,Low,Medium
EMP0231,52,Maleale,Marketing,Retail,7,Onsite,45,14,1,Medium,Burnout,No,No Change,5,Unsatisfied,4,Daily,Average,Africa,Low,High
EMP0232,37,Maleale,Marketing,Healthcare,29,Onsite,34,3,4,Low,Burnout,No,Decrease,3,Satisfied,2,Weekly,Poor,Oceania,Medium,Medium
EMP0233,28,Prefer not to say,Marketing,Manufacturing,19,Hybrid,59,9,5,Low,Burnout,No,Decrease,1,Unsatisfied,2,Weekly,Poor,Africa,High,Low
EMP0234,31,Prefer not to say,Software Engineer,Consulting,18,Remote,31,6,3,High,,Yes,Increase,3,Neutral,2,Weekly,Average,Asia,Medium,Medium
EMP0235,23,Prefer not to say,Marketing,Retail,9,Onsite,55,12,4,Low,Burnout,No,No Change,2,Neutral,5,Daily,Poor,Africa,Medium,Low
EMP0236,37,Maleale,Data Scientist,Finance,18,Remote,23,11,2,Low,Burnout,No,No Change,4,Unsatisfied,4,,Average,Oceania,Low,Medium
EMP0237,25,Maleale,HR,Healthcare,33,Hybrid,51,7,1,Medium,Depression,No,Decrease,2,Neutral,1,Weekly,Average,Europe,Low,Low
EMP0238,55,Femaleemale,Software Engineer,Manufacturing,13,Remote,32,11,5,Medium,Depression,Yes,No Change,1,Satisfied,4,Daily,Average,Europe,High,Low
EMP0239,56,Non-binary,Marketing,IT,4,Remote,41,14,5,Low,Depression,Yes,Increase,4,Neutral,1,Weekly,Good,North America,High,Medium
EMP0240,51,Prefer not to say,Software Engineer,Manufacturing,24,Hybrid,46,10,1,Low,,No,No Change,1,Neutral,1,Daily,Poor,South America,Low,Low
EMP0241,35,Maleale,HR,Education,6,Onsite,58,15,4,High,Depression,No,No Change,3,Neutral,2,Weekly,Poor,Oceania,Medium,Medium
EMP0242,22,Non-binary,Sales,Manufacturing,2,Onsite,59,13,2,High,Burnout,Yes,Increase,3,Satisfied,3,Weekly,Poor,North America,Low,Medium
EMP0243,34,Non-binary,Project Manager,Education,10,Remote,40,1,1,Medium,Depression,No,Decrease,5,Neutral,4,Weekly,Good,Oceania,Low,High
EMP0244,37,Prefer not to say,Sales,Retail,32,Remote,56,3,2,High,Burnout,No,Decrease,1,Neutral,1,Weekly,Poor,Europe,Low,Low
EMP0245,59,Prefer not to say,Software Engineer,Finance,17,Onsite,47,11,2,High,Anxiety,Yes,No Change,1,Neutral,3,Weekly,Poor,North America,Low,Low
EMP0246,53,Femaleemale,Project Manager,IT,25,Hybrid,38,2,2,Low,Anxiety,Yes,Increase,2,Satisfied,3,,Good,South America,Low,Low
EMP0247,38,Maleale,Data Scientist,Healthcare,25,Remote,59,12,5,Low,Anxiety,No,Increase,3,Neutral,1,Weekly,Average,South America,High,Medium
EMP0248,32,Maleale,Project Manager,Manufacturing,17,Onsite,47,4,1,Medium,,Yes,Increase,2,Unsatisfied,4,,Poor,Oceania,Low,Low
EMP0249,36,Prefer not to say,HR,Manufacturing,17,Remote,49,6,3,Medium,Depression,No,Decrease,5,Neutral,5,,Average,Africa,Medium,High
EMP0250,29,Femaleemale,Project Manager,Manufacturing,18,Hybrid,20,6,5,Low,,Yes,No Change,4,Satisfied,2,Weekly,Poor,Africa,High,Medium
EMP0251,38,Non-binary,Project Manager,Manufacturing,26,Hybrid,50,9,1,High,Anxiety,Yes,Increase,2,Satisfied,2,Weekly,Good,South America,Low,Low
EMP0252,32,Maleale,Project Manager,Education,21,Hybrid,32,0,4,High,Depression,Yes,No Change,3,Unsatisfied,1,Weekly,Good,Oceania,Medium,Medium
EMP0253,43,Prefer not to say,Sales,IT,21,Hybrid,23,8,3,Low,Anxiety,Yes,Increase,3,Neutral,3,Daily,Average,Oceania,Medium,Medium
EMP0254,46,Prefer not to say,HR,IT,25,Remote,22,13,3,Medium,Anxiety,No,Increase,3,Unsatisfied,3,Weekly,Average,Africa,Medium,Medium
EMP0255,42,Prefer not to say,Data Scientist,Education,4,Hybrid,33,11,5,Medium,Burnout,Yes,Decrease,2,Neutral,2,Daily,Good,Africa,High,Low
EMP0256,27,Maleale,Project Manager,Education,25,Hybrid,32,13,3,Medium,Burnout,Yes,Decrease,5,Unsatisfied,5,Weekly,Average,Oceania,Medium,High
EMP0257,54,Prefer not to say,Marketing,Retail,10,Onsite,51,0,1,Medium,Anxiety,No,Increase,2,Unsatisfied,2,Daily,Average,Europe,Low,Low
EMP0258,43,Maleale,Designer,Healthcare,34,Hybrid,49,11,3,Medium,Burnout,No,Decrease,3,Satisfied,3,,Poor,Oceania,Medium,Medium
EMP0259,31,Femaleemale,Data Scientist,Education,9,Remote,30,9,1,Medium,Anxiety,No,No Change,1,Satisfied,3,Daily,Average,Oceania,Low,Low
EMP0260,53,Non-binary,Software Engineer,Education,11,Remote,25,9,2,Medium,Burnout,Yes,Increase,2,Neutral,5,Weekly,Average,Asia,Low,Low
EMP0261,57,Non-binary,Software Engineer,Manufacturing,3,Onsite,40,12,4,High,,No,Increase,3,Neutral,3,Weekly,Poor,North America,Medium,Medium
EMP0262,50,Non-binary,Project Manager,Finance,20,Onsite,32,13,1,Low,Burnout,No,No Change,1,Neutral,1,,Good,Asia,Low,Low
EMP0263,37,Maleale,Sales,Education,18,Onsite,20,15,3,Medium,Burnout,No,No Change,1,Neutral,2,,Average,Africa,Medium,Low
EMP0264,58,Femaleemale,Project Manager,Retail,8,Hybrid,35,5,5,Medium,Depression,No,Decrease,3,Neutral,5,Daily,Poor,Asia,High,Medium
EMP0265,57,Non-binary,Sales,Manufacturing,32,Remote,49,2,1,Medium,Anxiety,No,No Change,4,Satisfied,5,,Average,Europe,Low,Medium
EMP0266,50,Prefer not to say,Sales,Retail,21,Onsite,34,5,4,Medium,Depression,Yes,No Change,3,Satisfied,4,Weekly,Good,Europe,Medium,Medium
EMP0267,48,Maleale,Project Manager,Manufacturing,33,Hybrid,58,13,3,Medium,Burnout,No,Decrease,3,Satisfied,5,,Average,South America,Medium,Medium
EMP0268,43,Non-binary,HR,Consulting,15,Onsite,26,4,4,Medium,Anxiety,No,Decrease,5,Unsatisfied,3,,Average,South America,Medium,High
EMP0269,58,Femaleemale,Marketing,Retail,12,Onsite,36,7,4,Medium,Burnout,No,Increase,3,Unsatisfied,3,,Poor,Europe,Medium,Medium
EMP0270,30,Maleale,Designer,Education,32,Hybrid,48,3,4,High,Depression,Yes,Increase,5,Neutral,4,Daily,Average,Africa,Medium,High
EMP0271,44,Non-binary,HR,Finance,3,Onsite,57,5,4,High,Anxiety,Yes,Increase,5,Satisfied,5,Weekly,Good,South America,Medium,High
EMP0272,41,Prefer not to say,HR,Finance,28,Hybrid,32,8,2,Medium,Depression,Yes,No Change,3,Satisfied,2,Daily,Poor,Oceania,Low,Medium
EMP0273,60,Femaleemale,Marketing,Healthcare,17,Remote,55,7,4,Medium,Burnout,Yes,Decrease,1,Unsatisfied,4,,Poor,Asia,Medium,Low
EMP0274,58,Non-binary,Designer,Finance,35,Hybrid,28,3,3,High,Depression,No,Decrease,3,Neutral,2,,Good,Asia,Medium,Medium
EMP0275,60,Prefer not to say,Sales,Consulting,7,Onsite,53,10,2,Low,Depression,No,Decrease,2,Satisfied,3,Weekly,Poor,Oceania,Low,Low
EMP0276,27,Non-binary,Designer,Finance,34,Onsite,36,10,4,Low,Depression,Yes,No Change,4,Satisfied,4,Daily,Good,Europe,Medium,Medium
EMP0277,38,Femaleemale,Sales,Manufacturing,18,Remote,54,7,4,High,Anxiety,No,Decrease,4,Satisfied,1,,Average,Asia,Medium,Medium
EMP0278,56,Maleale,Marketing,Healthcare,8,Remote,33,8,3,Low,Burnout,No,Increase,4,Neutral,5,,Poor,Asia,Medium,Medium
EMP0279,31,Maleale,Designer,Finance,19,Onsite,39,1,4,Medium,,Yes,Decrease,2,Unsatisfied,4,Daily,Poor,Africa,Medium,Low
EMP0280,37,Prefer not to say,Software Engineer,Healthcare,25,Hybrid,33,11,1,Medium,Anxiety,No,No Change,4,Satisfied,5,,Good,North America,Low,Medium
EMP0281,41,Femaleemale,Software Engineer,Education,2,Hybrid,48,4,1,Low,Anxiety,Yes,No Change,3,Unsatisfied,1,Weekly,Average,Asia,Low,Medium
EMP0282,58,Maleale,Designer,Education,10,Remote,60,7,5,Medium,Depression,No,No Change,3,Satisfied,3,Daily,Average,Europe,High,Medium
EMP0283,49,Maleale,Data Scientist,IT,35,Remote,24,1,1,Medium,,No,Decrease,5,Neutral,4,,Good,Asia,Low,High
EMP0284,23,Non-binary,Data Scientist,Healthcare,18,Remote,28,7,5,High,Burnout,Yes,Increase,1,Unsatisfied,3,,Average,Asia,High,Low
EMP0285,24,Non-binary,Project Manager,Manufacturing,12,Hybrid,20,14,2,Low,Depression,No,Decrease,2,Neutral,2,Daily,Poor,Oceania,Low,Low
EMP0286,41,Prefer not to say,Project Manager,Finance,35,Onsite,28,14,4,Medium,Anxiety,Yes,Decrease,1,Unsatisfied,1,Weekly,Good,Asia,Medium,Low
EMP0287,32,Femaleemale,HR,Consulting,23,Remote,48,12,4,Medium,,No,Increase,5,Unsatisfied,2,,Good,Africa,Medium,High
EMP0288,47,Prefer not to say,Sales,Healthcare,10,Hybrid,51,5,2,High,,Yes,Decrease,3,Neutral,1,,Good,Africa,Low,Medium
EMP0289,23,Non-binary,Designer,IT,22,Hybrid,39,5,4,Low,Anxiety,No,Decrease,5,Neutral,2,Weekly,Poor,Africa,Medium,High
EMP0290,34,Prefer not to say,Marketing,Retail,14,Remote,25,2,4,Medium,Anxiety,No,No Change,1,Neutral,2,,Poor,North America,Medium,Low
EMP0291,42,Maleale,Sales,IT,32,Hybrid,53,12,1,High,,No,Decrease,4,Satisfied,3,Weekly,Average,Europe,Low,Medium
EMP0292,42,Prefer not to say,HR,IT,10,Hybrid,44,13,4,High,Burnout,Yes,Decrease,4,Neutral,1,,Average,Asia,Medium,Medium
EMP0293,33,Femaleemale,Sales,Education,22,Hybrid,31,3,3,Medium,Burnout,Yes,Increase,4,Neutral,3,Weekly,Poor,Africa,Medium,Medium
EMP0294,40,Maleale,Designer,Healthcare,3,Onsite,58,2,5,Low,Depression,Yes,Decrease,3,Satisfied,3,Weekly,Average,Asia,High,Medium
EMP0295,27,Maleale,Marketing,Healthcare,33,Hybrid,26,5,4,Low,Depression,No,Decrease,5,Unsatisfied,4,Weekly,Average,Europe,Medium,High
EMP0296,39,Prefer not to say,Data Scientist,Consulting,33,Hybrid,20,4,3,Low,,Yes,Decrease,2,Satisfied,3,,Good,North America,Medium,Low
EMP0297,42,Femaleemale,Marketing,IT,11,Hybrid,28,14,3,Low,,No,No Change,1,Satisfied,2,,Poor,Europe,Medium,Low
EMP0298,22,Non-binary,Sales,Healthcare,7,Remote,35,14,5,Medium,Burnout,No,No Change,5,Neutral,5,,Average,Asia,High,High
EMP0299,45,Femaleemale,Marketing,Finance,9,Remote,30,14,2,Low,,No,Decrease,4,Neutral,2,,Good,North America,Low,Medium
EMP0300,47,Femaleemale,Data Scientist,Finance,6,Hybrid,28,0,1,Low,,No,Decrease,3,Satisfied,2,,Poor,Oceania,Low,Medium
EMP0301,24,Non-binary,Designer,Retail,16,Remote,21,4,3,Medium,Anxiety,Yes,Decrease,5,Neutral,3,Daily,Average,Oceania,Medium,High
EMP0302,48,Non-binary,HR,IT,2,Remote,56,13,2,Medium,Depression,Yes,Decrease,4,Unsatisfied,5,Daily,Poor,Europe,Low,Medium
EMP0303,60,Non-binary,Software Engineer,Retail,13,Hybrid,25,10,3,High,Burnout,No,Increase,3,Satisfied,2,,Good,Africa,Medium,Medium
EMP0304,41,Non-binary,Software Engineer,Education,20,Remote,21,0,1,High,,Yes,No Change,2,Neutral,2,Weekly,Average,South America,Low,Low
EMP0305,49,Prefer not to say,Project Manager,Retail,17,Remote,50,2,4,Medium,Burnout,Yes,Decrease,5,Satisfied,5,Daily,Average,Africa,Medium,High
EMP0306,27,Prefer not to say,Data Scientist,Finance,16,Onsite,50,3,5,High,Burnout,Yes,No Change,2,Unsatisfied,5,Weekly,Good,Europe,High,Low
EMP0307,35,Prefer not to say,Marketing,Manufacturing,14,Hybrid,27,10,2,Low,Depression,Yes,Decrease,4,Unsatisfied,5,,Average,Asia,Low,Medium
EMP0308,23,Maleale,Software Engineer,Consulting,3,Onsite,31,14,4,Medium,Depression,Yes,Increase,1,Satisfied,2,Weekly,Average,North America,Medium,Low
EMP0309,24,Prefer not to say,Designer,Finance,27,Hybrid,45,11,3,Low,Anxiety,Yes,Increase,3,Satisfied,4,Daily,Good,Africa,Medium,Medium
EMP0310,41,Non-binary,Sales,Education,25,Remote,23,8,2,Medium,,Yes,No Change,2,Satisfied,2,Daily,Poor,Africa,Low,Low
EMP0311,41,Prefer not to say,Designer,IT,32,Onsite,42,14,3,Low,,Yes,No Change,3,Neutral,1,Weekly,Good,Asia,Medium,Medium
EMP0312,43,Femaleemale,Data Scientist,Finance,16,Onsite,37,8,1,Medium,,No,Decrease,2,Neutral,4,Weekly,Good,Oceania,Low,Low
EMP0313,30,Non-binary,Sales,IT,15,Onsite,40,7,5,Low,Anxiety,Yes,Increase,2,Neutral,1,Daily,Good,South America,High,Low
EMP0314,44,Maleale,HR,Retail,26,Onsite,23,1,3,High,Depression,Yes,Decrease,2,Satisfied,5,Weekly,Good,Africa,Medium,Low
EMP0315,50,Maleale,Marketing,Education,22,Remote,20,3,3,Medium,Burnout,Yes,Decrease,1,Satisfied,4,,Poor,North America,Medium,Low
EMP0316,48,Non-binary,Designer,Manufacturing,16,Remote,51,8,5,Medium,Anxiety,No,Increase,2,Neutral,5,Weekly,Poor,Asia,High,Low
EMP0317,45,Maleale,Marketing,IT,2,Onsite,46,1,2,Low,Depression,Yes,Decrease,3,Neutral,1,Daily,Good,Asia,Low,Medium
EMP0318,60,Maleale,HR,Education,6,Remote,37,7,2,Medium,Anxiety,Yes,Increase,1,Unsatisfied,2,Weekly,Poor,Europe,Low,Low
EMP0319,51,Prefer not to say,Project Manager,Education,6,Onsite,42,4,2,Low,Burnout,No,No Change,1,Satisfied,5,,Average,Africa,Low,Low
EMP0320,48,Prefer not to say,HR,Retail,4,Hybrid,53,15,4,Low,,Yes,No Change,1,Neutral,2,Weekly,Good,Europe,Medium,Low
EMP0321,43,Femaleemale,Marketing,Consulting,25,Hybrid,26,0,2,Low,Burnout,Yes,Increase,4,Neutral,3,Daily,Poor,Africa,Low,Medium
EMP0322,23,Prefer not to say,Marketing,Education,31,Onsite,48,9,3,Medium,,No,Increase,3,Unsatisfied,5,,Good,South America,Medium,Medium
EMP0323,32,Maleale,Marketing,Education,1,Onsite,58,0,3,Low,Anxiety,Yes,Decrease,4,Neutral,5,,Poor,Asia,Medium,Medium
EMP0324,44,Non-binary,HR,Consulting,29,Hybrid,52,7,1,Medium,Burnout,Yes,Increase,1,Unsatisfied,2,Daily,Poor,Asia,Low,Low
EMP0325,36,Femaleemale,Marketing,Finance,4,Hybrid,52,13,4,High,Anxiety,No,Decrease,3,Unsatisfied,1,,Good,Oceania,Medium,Medium
EMP0326,50,Maleale,Designer,Manufacturing,2,Onsite,49,7,2,Low,,Yes,Decrease,1,Satisfied,3,Daily,Poor,Oceania,Low,Low
EMP0327,54,Non-binary,Marketing,Consulting,19,Hybrid,55,4,2,High,Anxiety,No,Increase,5,Satisfied,4,Weekly,Poor,North America,Low,High
EMP0328,54,Maleale,Designer,Healthcare,13,Remote,33,0,2,High,Depression,Yes,Increase,4,Satisfied,3,Weekly,Average,Oceania,Low,Medium
EMP0329,33,Prefer not to say,HR,Healthcare,2,Onsite,24,12,1,High,Depression,Yes,Increase,1,Neutral,4,Daily,Poor,South America,Low,Low
EMP0330,47,Prefer not to say,Sales,Consulting,31,Onsite,21,15,5,Low,Depression,Yes,Increase,3,Unsatisfied,5,,Average,North America,High,Medium
EMP0331,25,Prefer not to say,Software Engineer,Education,28,Remote,55,12,5,Low,Depression,No,Increase,3,Satisfied,3,,Good,Africa,High,Medium
EMP0332,38,Maleale,Sales,Education,25,Remote,44,10,5,Medium,Depression,Yes,Decrease,1,Satisfied,5,Daily,Average,Europe,High,Low
EMP0333,31,Femaleemale,Software Engineer,Manufacturing,21,Onsite,24,7,4,Medium,,Yes,Decrease,5,Neutral,4,,Good,Asia,Medium,High
EMP0334,58,Maleale,Marketing,IT,11,Onsite,25,6,2,High,Anxiety,No,Increase,5,Unsatisfied,4,Daily,Poor,Oceania,Low,High
EMP0335,28,Prefer not to say,Designer,Education,16,Hybrid,40,0,4,High,Burnout,Yes,Increase,2,Satisfied,3,Daily,Good,Africa,Medium,Low
EMP0336,54,Prefer not to say,Sales,IT,32,Hybrid,59,3,2,Low,Anxiety,Yes,Increase,2,Satisfied,1,Weekly,Poor,Asia,Low,Low
EMP0337,60,Femaleemale,Software Engineer,IT,31,Onsite,22,9,4,High,Burnout,Yes,Decrease,1,Unsatisfied,2,Daily,Poor,South America,Medium,Low
EMP0338,38,Non-binary,Designer,Consulting,4,Hybrid,47,15,5,Medium,,No,Increase,2,Neutral,2,Daily,Poor,North America,High,Low
EMP0339,31,Femaleemale,Sales,Finance,32,Hybrid,31,15,2,Low,Depression,No,Decrease,1,Unsatisfied,1,,Good,Europe,Low,Low
EMP0340,42,Non-binary,Designer,IT,2,Onsite,41,5,5,High,,No,No Change,1,Neutral,5,Weekly,Poor,South America,High,Low
EMP0341,52,Femaleemale,Data Scientist,Manufacturing,18,Remote,52,0,1,High,Burnout,Yes,No Change,2,Unsatisfied,2,,Good,North America,Low,Low
